state,district,month,bio_age_5_17,bio_age_17_plus,total_bio_updates,child_to_adult_ratio,child_bio_share,Bio_Stress_Index,LOW_CHILD_COMPLIANCE,INFRA_STRESS,ADULT_SPIKE,CATCH_UP_SPIKE,child_change,adult_change,FUTURE_SURGE_RISK
Andhra Pradesh,K.V.Rangareddy,2025-12,44,114,158,0.3859649122807017,0.2784810126582278,0.0167162369380001,1,0,0,0,15.0,-24.0,1
Andhra Pradesh,K.v. Rangareddy,2025-03,11,6,17,1.8333333333333333,0.6470588235294118,0.00179858245535445,0,0,0,0,,,0
Andhra Pradesh,K.v. Rangareddy,2025-06,23,12,35,1.9166666666666667,0.6571428571428571,0.00370296387867092,0,0,0,0,12.0,6.0,0
Andhra Pradesh,K.v. Rangareddy,2025-09,34,52,86,0.6538461538461539,0.3953488372093023,0.00909871124473428,0,0,1,0,11.0,40.0,0
Andhra Pradesh,K.v. Rangareddy,2025-10,47,39,86,1.205128205128205,0.5465116279069767,0.00909871124473428,0,0,0,0,13.0,-13.0,1
Andhra Pradesh,K.v. Rangareddy,2025-11,37,35,72,1.0571428571428572,0.5138888888888888,0.0076175256932659,0,0,0,0,-10.0,-4.0,0
Andhra Pradesh,K.v. Rangareddy,2025-12,64,44,108,1.4545454545454546,0.5925925925925926,0.0114262885398988,0,0,0,0,27.0,9.0,0
Andhra Pradesh,Kakinada,2025-03,203,317,520,0.6403785488958991,0.3903846153846154,0.0550154633402537,0,0,0,0,,,0
Andhra Pradesh,Kakinada,2025-04,710,613,1323,1.1582381729200653,0.5366591080876795,0.139972034613761,0,0,0,0,507.0,296.0,0
Andhra Pradesh,Kakinada,2025-05,1272,742,2014,1.7142857142857142,0.631578947368421,0.2130791214755213,0,0,0,0,562.0,129.0,0
Andhra Pradesh,Kakinada,2025-06,1091,690,1781,1.5811594202898551,0.6125772038180798,0.1884279619403692,0,0,0,0,-181.0,-52.0,0
Andhra Pradesh,Kakinada,2025-07,524,607,1131,0.8632619439868204,0.4633068081343943,0.1196586327650519,0,0,0,0,-567.0,-83.0,0
Andhra Pradesh,Kakinada,2025-09,250,346,596,0.7225433526011561,0.4194630872483221,0.0630561849053678,0,0,0,0,-274.0,-261.0,0
Andhra Pradesh,Kakinada,2025-10,954,324,1278,2.9444444444444446,0.7464788732394366,0.1352110810554699,0,0,0,0,704.0,-22.0,1
Andhra Pradesh,Kakinada,2025-11,1247,382,1629,3.264397905759162,0.7655003069367711,0.1723465188101411,0,0,0,0,293.0,58.0,0
Andhra Pradesh,Kakinada,2025-12,890,536,1426,1.6604477611940298,0.6241234221598878,0.1508693283138498,0,0,0,0,-357.0,154.0,0
Andhra Pradesh,Karim Nagar,2025-03,26,117,143,0.2222222222222222,0.1818181818181818,0.0151292524185697,1,0,0,0,,,0
Andhra Pradesh,Karim Nagar,2025-04,25,34,59,0.7352941176470589,0.423728813559322,0.00624213910975956,0,0,0,0,-1.0,-83.0,0
Andhra Pradesh,Karim Nagar,2025-05,40,116,156,0.3448275862068966,0.2564102564102564,0.0165046390020761,1,0,0,0,15.0,82.0,0
Andhra Pradesh,Karim Nagar,2025-06,13,57,70,0.2280701754385964,0.1857142857142857,0.00740592775734185,1,0,0,0,-27.0,-59.0,0
Andhra Pradesh,Karim Nagar,2025-07,18,99,117,0.1818181818181818,0.1538461538461538,0.0123784792515571,1,0,0,0,5.0,42.0,0
Andhra Pradesh,Karim Nagar,2025-09,36,226,262,0.1592920353982301,0.1374045801526717,0.0277193296060509,1,0,1,1,18.0,127.0,0
Andhra Pradesh,Karim Nagar,2025-10,82,163,245,0.5030674846625767,0.3346938775510204,0.0259207471506964,0,0,0,0,46.0,-63.0,1
Andhra Pradesh,Karim Nagar,2025-11,76,223,299,0.3408071748878923,0.2541806020066889,0.0316338914206459,1,0,1,1,-6.0,60.0,0
Andhra Pradesh,Karim Nagar,2025-12,71,275,346,0.2581818181818182,0.2052023121387283,0.0366064429148611,1,0,1,1,-5.0,52.0,0
Andhra Pradesh,Karimnagar,2025-03,269,1150,1419,0.2339130434782608,0.1895701198026779,0.1501287355381156,1,0,0,0,,,0
Andhra Pradesh,Karimnagar,2025-04,140,487,627,0.2874743326488706,0.2232854864433811,0.0663359529121906,1,0,0,0,-129.0,-663.0,0
Andhra Pradesh,Karimnagar,2025-05,426,1049,1475,0.4061010486177311,0.2888135593220339,0.1560534777439891,1,0,0,0,286.0,562.0,0
Andhra Pradesh,Karimnagar,2025-06,491,1267,1758,0.3875295974743488,0.2792946530147895,0.1859945856772426,1,0,0,0,65.0,218.0,0
Andhra Pradesh,Karimnagar,2025-07,396,1614,2010,0.2453531598513011,0.1970149253731343,0.2126559256036732,1,0,0,0,-95.0,347.0,0
Andhra Pradesh,Karimnagar,2025-09,392,2746,3138,0.1427530954115076,0.1249203314212874,0.3319971614648392,1,0,1,1,-4.0,1132.0,0
Andhra Pradesh,Karimnagar,2025-10,797,1494,2291,0.5334672021419009,0.3478830205150589,0.2423854356010027,0,0,0,0,405.0,-1252.0,1
Andhra Pradesh,Karimnagar,2025-11,639,1375,2014,0.4647272727272727,0.317279046673287,0.2130791214755213,0,0,0,0,-158.0,-119.0,0
Andhra Pradesh,Karimnagar,2025-12,788,1607,2395,0.4903546981953951,0.3290187891440501,0.2533885282690535,0,0,0,0,149.0,232.0,0
Andhra Pradesh,Khammam,2025-03,1070,2855,3925,0.3747810858143607,0.2726114649681528,0.415260949250954,1,0,0,0,,,0
Andhra Pradesh,Khammam,2025-04,790,2151,2941,0.3672710367271036,0.268616116967018,0.31115476477632,1,0,0,0,-280.0,-704.0,0
Andhra Pradesh,Khammam,2025-05,1378,2496,3874,0.5520833333333334,0.3557046979865771,0.4098652018848907,0,0,0,0,588.0,345.0,0
Andhra Pradesh,Khammam,2025-06,2069,3017,5086,0.6857805767318529,0.4068029885961463,0.5380935510548668,0,0,0,0,691.0,521.0,0
Andhra Pradesh,Khammam,2025-07,1649,4479,6128,0.3681625362804197,0.2690926892950391,0.6483360756712985,1,0,1,1,-420.0,1462.0,0
Andhra Pradesh,Khammam,2025-09,1992,2699,4691,0.738051130048166,0.4246429332764869,0.4963029587098663,0,0,0,0,343.0,-1780.0,1
Andhra Pradesh,Khammam,2025-10,2726,3065,5791,0.8893964110929853,0.4707304437920911,0.6126818234680955,0,0,0,0,734.0,366.0,0
Andhra Pradesh,Khammam,2025-11,2122,2292,4414,0.9258289703315882,0.4807430901676484,0.466996644584385,0,0,0,0,-604.0,-773.0,0
Andhra Pradesh,Khammam,2025-12,1740,2368,4108,0.7347972972972973,0.4235637779941577,0.4346221603880049,0,0,0,0,-382.0,76.0,0
Andhra Pradesh,Krishna,2025-03,16816,9887,26703,1.7008192576110044,0.6297419765569412,2.825149841489994,0,1,0,0,,,0
Andhra Pradesh,Krishna,2025-04,29038,9999,39037,2.904090409040904,0.7438583907574865,4.130074312333629,0,1,0,0,12222.0,112.0,0
Andhra Pradesh,Krishna,2025-05,20478,9521,29999,2.1508244932255014,0.6826227540918031,3.173863239892833,0,1,0,0,-8560.0,-478.0,0
Andhra Pradesh,Krishna,2025-06,20590,10292,30882,2.0005829770695684,0.666731429311573,3.2672837286033025,0,1,0,0,112.0,771.0,0
Andhra Pradesh,Krishna,2025-07,11727,11239,22966,1.0434202331168254,0.5106244012888618,2.4297790982159007,0,1,0,0,-8863.0,947.0,0
Andhra Pradesh,Krishna,2025-09,5652,9254,14906,0.6107629133347742,0.379176170669529,1.5770394164419672,0,1,0,0,-6075.0,-1985.0,0
Andhra Pradesh,Krishna,2025-10,13069,7233,20302,1.806857458869072,0.6437296818047483,2.147930647565062,0,1,0,0,7417.0,-2021.0,1
Andhra Pradesh,Krishna,2025-11,17877,8508,26385,2.101198871650212,0.6775440591245026,2.7915057696780696,0,1,0,0,4808.0,1275.0,0
Andhra Pradesh,Krishna,2025-12,11541,10526,22067,1.0964278928367852,0.5229981420220239,2.334665826018039,0,1,0,0,-6336.0,2018.0,0
Andhra Pradesh,Kurnool,2025-03,27662,10576,38238,2.61554462934947,0.7234164966786966,4.045540936931969,0,1,0,0,,,0
Andhra Pradesh,Kurnool,2025-04,56618,11320,67938,5.001590106007067,0.8333774912420148,7.187770285404157,0,1,0,0,28956.0,744.0,0
Andhra Pradesh,Kurnool,2025-05,38609,11871,50480,3.252379748968073,0.7648375594294771,5.340731902723098,0,1,0,0,-18009.0,551.0,0
Andhra Pradesh,Kurnool,2025-06,34015,13321,47336,2.553486975452293,0.7185862768294744,5.008099947450487,0,1,0,0,-4594.0,1450.0,0
Andhra Pradesh,Kurnool,2025-07,15103,14834,29937,1.018134016448699,0.5044927681464408,3.167303703879188,0,1,0,0,-18912.0,1513.0,0
Andhra Pradesh,Kurnool,2025-09,7839,9118,16957,0.8597280105286247,0.4622869611369936,1.7940330997320837,0,1,0,0,-7264.0,-5716.0,0
Andhra Pradesh,Kurnool,2025-10,23968,10978,34946,2.183275642193478,0.6858581811938419,3.697250734400978,0,1,0,0,16129.0,1860.0,0
Andhra Pradesh,Kurnool,2025-11,21105,11578,32683,1.8228536880290205,0.6457485542942815,3.457827669902912,0,1,0,0,-2863.0,600.0,0
Andhra Pradesh,Kurnool,2025-12,18073,14045,32118,1.2867924528301886,0.5627062706270627,3.3980512530043674,0,1,0,0,-3032.0,2467.0,0
Andhra Pradesh,Mahabub Nagar,2025-03,45,269,314,0.1672862453531598,0.143312101910828,0.0332208759400763,1,0,0,0,,,0
Andhra Pradesh,Mahabub Nagar,2025-04,35,86,121,0.4069767441860465,0.2892561983471074,0.0128016751234052,1,0,0,0,-10.0,-183.0,0
Andhra Pradesh,Mahabub Nagar,2025-05,37,79,116,0.4683544303797468,0.3189655172413793,0.012272680283595,0,0,0,0,2.0,-7.0,1
Andhra Pradesh,Mahabub Nagar,2025-06,71,371,442,0.1913746630727762,0.1606334841628959,0.0467631438392157,1,0,0,0,34.0,292.0,0
Andhra Pradesh,Mahabub Nagar,2025-07,65,395,460,0.1645569620253164,0.1413043478260869,0.0486675252625321,1,0,0,0,-6.0,24.0,0
Andhra Pradesh,Mahabub Nagar,2025-09,128,3755,3883,0.0340878828229027,0.0329642029358743,0.4108173925965489,1,0,1,1,63.0,3360.0,0
Andhra Pradesh,Mahabub Nagar,2025-10,174,3184,3358,0.0546482412060301,0.0518165574746873,0.355272934416485,1,0,1,1,46.0,-571.0,1
Andhra Pradesh,Mahabub Nagar,2025-11,162,2468,2630,0.0656401944894651,0.0615969581749049,0.2782512857401297,1,0,1,1,-12.0,-716.0,0
Andhra Pradesh,Mahabub Nagar,2025-12,105,2423,2528,0.0433347090383821,0.0415348101265822,0.267459791008003,1,0,1,1,-57.0,-45.0,0
Andhra Pradesh,Mahabubnagar,2025-09,11,31,42,0.3548387096774194,0.2619047619047619,0.00444355665440511,1,0,1,1,,,0
Andhra Pradesh,Mahabubnagar,2025-10,14,20,34,0.7,0.4117647058823529,0.0035971649107089,0,0,0,0,3.0,-11.0,1
Andhra Pradesh,Mahabubnagar,2025-11,6,12,18,0.5,0.3333333333333333,0.00190438142331647,0,0,0,0,-8.0,-8.0,0
Andhra Pradesh,Mahabubnagar,2025-12,8,18,26,0.4444444444444444,0.3076923076923077,0.00275077316701268,1,0,0,0,2.0,6.0,0
Andhra Pradesh,Mahbubnagar,2025-03,274,1114,1388,0.2459605026929982,0.1974063400576368,0.1468489675312927,1,0,0,0,,,0
Andhra Pradesh,Mahbubnagar,2025-04,189,664,853,0.2846385542168674,0.2215709261430246,0.0902465196716086,1,0,0,0,-85.0,-450.0,0
Andhra Pradesh,Mahbubnagar,2025-05,244,696,940,0.3505747126436782,0.2595744680851063,0.0994510298843049,1,0,0,0,55.0,32.0,0
Andhra Pradesh,Mahbubnagar,2025-06,411,977,1388,0.420675537359263,0.2961095100864553,0.1468489675312927,1,0,0,0,167.0,281.0,0
Andhra Pradesh,Mahbubnagar,2025-07,276,1304,1580,0.2116564417177914,0.1746835443037974,0.1671623693800019,1,0,0,0,-135.0,327.0,0
Andhra Pradesh,Mahbubnagar,2025-09,299,1922,2221,0.155567117585848,0.134624043223773,0.2349795078436608,1,0,0,0,23.0,618.0,0
Andhra Pradesh,Mahbubnagar,2025-10,540,1789,2329,0.3018446059250978,0.231859167024474,0.2464057963835597,1,0,0,0,241.0,-133.0,1
Andhra Pradesh,Mahbubnagar,2025-11,452,1429,1881,0.3163051084674597,0.2402977139819245,0.1990078587365718,1,0,0,0,-88.0,-360.0,0
Andhra Pradesh,Mahbubnagar,2025-12,375,1784,2159,0.2102017937219731,0.1736915238536359,0.2284199718300152,1,0,0,0,-77.0,355.0,0
Andhra Pradesh,Medak,2025-03,421,1488,1909,0.2829301075268817,0.2205343111576741,0.2019702298395086,1,0,0,0,,,0
Andhra Pradesh,Medak,2025-04,382,1320,1702,0.2893939393939393,0.2244418331374853,0.1800698434713691,1,0,0,0,-39.0,-168.0,0
Andhra Pradesh,Medak,2025-05,393,979,1372,0.4014300306435138,0.2864431486880466,0.1451561840439003,1,0,0,0,11.0,-341.0,1
Andhra Pradesh,Medak,2025-06,701,1461,2162,0.4798083504449008,0.3242368177613321,0.2287373687339013,0,0,0,0,308.0,482.0,0
Andhra Pradesh,Medak,2025-07,577,1893,2470,0.3048071843634443,0.2336032388663967,0.2613234508662054,1,0,0,0,-124.0,432.0,0
Andhra Pradesh,Medak,2025-09,843,2763,3606,0.3051031487513572,0.2337770382695507,0.3815110784710676,1,0,1,1,266.0,870.0,0
Andhra Pradesh,Medak,2025-10,1051,2312,3363,0.4545847750865052,0.3125185845970859,0.3558019292562951,1,0,0,0,208.0,-451.0,1
Andhra Pradesh,Medak,2025-11,924,1929,2853,0.47900466562986,0.323869610935857,0.3018444555956616,0,0,0,0,-127.0,-383.0,0
Andhra Pradesh,Medak,2025-12,989,2019,3008,0.4898464586428925,0.3287898936170212,0.3182432956297757,0,0,0,0,65.0,90.0,0
Andhra Pradesh,N. T. R,2025-03,380,740,1120,0.5135135135135135,0.3392857142857143,0.1184948441174696,0,0,0,0,,,0
Andhra Pradesh,N. T. R,2025-04,993,944,1937,1.0519067796610169,0.5126484254001032,0.2049326009424453,0,0,0,0,613.0,204.0,0
Andhra Pradesh,N. T. R,2025-05,1040,991,2031,1.0494450050454087,0.5120630231413097,0.2148777039308758,0,0,0,0,47.0,47.0,0
Andhra Pradesh,N. T. R,2025-06,1007,836,1843,1.2045454545454546,0.5463917525773195,0.1949874979540148,0,0,0,0,-33.0,-155.0,0
Andhra Pradesh,N. T. R,2025-07,788,1079,1867,0.7303058387395737,0.4220674879485806,0.1975266731851035,0,0,0,0,-219.0,243.0,0
Andhra Pradesh,N. T. R,2025-09,329,638,967,0.5156739811912225,0.3402275077559462,0.1023076020192796,0,0,0,0,-459.0,-441.0,0
Andhra Pradesh,N. T. R,2025-10,711,442,1153,1.6085972850678734,0.616652211621856,0.1219862100602165,0,0,0,0,382.0,-196.0,1
Andhra Pradesh,N. T. R,2025-11,879,484,1363,1.8161157024793388,0.6449009537784299,0.1442039933322421,0,0,0,0,168.0,42.0,0
Andhra Pradesh,N. T. R,2025-12,661,617,1278,1.0713128038897892,0.5172143974960877,0.1352110810554699,0,0,0,0,-218.0,133.0,0
Andhra Pradesh,Nalgonda,2025-03,292,1601,1893,0.1823860087445346,0.1542525092445853,0.2002774463521161,1,0,0,0,,,0
Andhra Pradesh,Nalgonda,2025-04,254,1018,1272,0.24950884086444,0.1996855345911949,0.1345762872476977,1,0,0,0,-38.0,-583.0,0
Andhra Pradesh,Nalgonda,2025-05,459,1883,2342,0.2437599575146043,0.1959863364645602,0.247781182967066,1,0,0,0,205.0,865.0,0
Andhra Pradesh,Nalgonda,2025-06,778,2909,3687,0.2674458576830525,0.2110116625983184,0.3900807948759917,1,0,0,0,319.0,1026.0,0
Andhra Pradesh,Nalgonda,2025-07,583,3365,3948,0.1732540861812778,0.1476697061803444,0.4176943255140806,1,0,0,0,-195.0,456.0,0
Andhra Pradesh,Nalgonda,2025-09,490,4210,4700,0.1163895486935867,0.1042553191489361,0.4972551494215246,1,0,0,0,-93.0,845.0,0
Andhra Pradesh,Nalgonda,2025-10,992,4806,5798,0.2064086558468581,0.1710934805105208,0.6134224162438296,1,0,1,1,502.0,596.0,0
Andhra Pradesh,Nalgonda,2025-11,859,3644,4503,0.2357299670691547,0.1907617144126138,0.4764127527330054,1,0,0,0,-133.0,-1162.0,0
Andhra Pradesh,Nalgonda,2025-12,933,3577,4510,0.260833100363433,0.2068736141906873,0.4771533455087395,1,0,0,0,74.0,-67.0,1
Andhra Pradesh,Nandyal,2025-03,283,280,563,1.0107142857142857,0.5026642984014209,0.0595648189626209,0,0,0,0,,,0
Andhra Pradesh,Nandyal,2025-04,658,411,1069,1.6009732360097324,0.6155285313376988,0.1130990967514063,0,0,0,0,375.0,131.0,0
Andhra Pradesh,Nandyal,2025-05,1107,649,1756,1.7057010785824345,0.6304100227790432,0.1857829877413185,0,0,0,0,449.0,238.0,0
Andhra Pradesh,Nandyal,2025-06,1222,735,1957,1.6625850340136057,0.6244251405212059,0.2070485803016858,0,0,1,0,115.0,86.0,0
Andhra Pradesh,Nandyal,2025-07,338,513,851,0.6588693957115009,0.3971797884841363,0.0900349217356845,0,0,0,0,-884.0,-222.0,0
Andhra Pradesh,Nandyal,2025-09,220,388,608,0.5670103092783505,0.3618421052631579,0.0643257725209121,0,0,0,0,-118.0,-125.0,0
Andhra Pradesh,Nandyal,2025-10,855,407,1262,2.1007371007371005,0.6774960380348652,0.1335182975680774,0,0,0,0,635.0,19.0,0
Andhra Pradesh,Nandyal,2025-11,814,415,1229,1.96144578313253,0.6623270951993491,0.1300269316253305,0,0,0,0,-41.0,8.0,0
Andhra Pradesh,Nandyal,2025-12,840,505,1345,1.6633663366336633,0.6245353159851301,0.1422996119089256,0,0,0,0,26.0,90.0,0
Andhra Pradesh,Nellore,2025-03,5113,6240,11353,0.8193910256410256,0.45036554214745,1.201135683272887,0,0,0,0,,,0
Andhra Pradesh,Nellore,2025-04,21231,6487,27718,3.2728533991059043,0.7659643552925897,2.932535793971451,0,1,0,0,16118.0,247.0,0
Andhra Pradesh,Nellore,2025-05,17287,6800,24087,2.542205882352941,0.7176900402706854,2.5483797413013325,0,1,0,0,-3944.0,313.0,0
Andhra Pradesh,Nellore,2025-06,16669,7656,24325,2.177246603970742,0.6852620760534429,2.573559895676295,0,1,0,0,-618.0,856.0,0
Andhra Pradesh,Nellore,2025-07,6759,8418,15177,0.8029223093371347,0.4453449298280292,1.6057109367596762,0,1,0,0,-9910.0,762.0,0
Andhra Pradesh,Nellore,2025-09,3391,5019,8410,0.6756325961346882,0.4032104637336504,0.889769320560643,0,0,0,0,-3368.0,-3399.0,0
Andhra Pradesh,Nellore,2025-10,9921,5115,15036,1.9395894428152491,0.6598164405426975,1.5907932822770303,0,1,0,0,6530.0,96.0,0
Andhra Pradesh,Nellore,2025-11,11289,6681,17970,1.6897171082173328,0.6282136894824708,1.9012074542776165,0,1,0,0,1368.0,1566.0,0
Andhra Pradesh,Nellore,2025-12,7405,6996,14401,1.0584619782732991,0.514200402749809,1.5236109376211435,0,1,0,0,-3884.0,315.0,0
Andhra Pradesh,Nizamabad,2025-03,233,677,910,0.3441654357459379,0.256043956043956,0.0962770608454441,1,0,0,0,,,0
Andhra Pradesh,Nizamabad,2025-04,229,528,757,0.4337121212121212,0.3025099075297225,0.080089818747254,1,0,0,0,-4.0,-149.0,0
Andhra Pradesh,Nizamabad,2025-05,298,675,973,0.4414814814814815,0.3062692702980473,0.1029423958270518,1,0,0,0,69.0,147.0,0
Andhra Pradesh,Nizamabad,2025-06,353,735,1088,0.4802721088435374,0.3244485294117647,0.1151092771426848,0,0,0,0,55.0,60.0,0
Andhra Pradesh,Nizamabad,2025-07,258,982,1240,0.2627291242362525,0.2080645161290322,0.1311907202729128,1,0,0,0,-95.0,247.0,0
Andhra Pradesh,Nizamabad,2025-09,368,961,1329,0.3829344432882414,0.2768999247554552,0.1406068284215332,1,0,0,0,110.0,-21.0,1
Andhra Pradesh,Nizamabad,2025-10,641,1058,1699,0.6058601134215501,0.3772807533843437,0.179752446567483,0,0,0,0,273.0,97.0,0
Andhra Pradesh,Nizamabad,2025-11,540,896,1436,0.6026785714285714,0.3760445682451253,0.15192731799347,0,0,0,0,-101.0,-162.0,0
Andhra Pradesh,Nizamabad,2025-12,532,1015,1547,0.5241379310344828,0.3438914027149321,0.163671003437255,0,0,0,0,-8.0,119.0,0
Andhra Pradesh,Palnadu,2025-03,293,311,604,0.9421221864951768,0.4850993377483443,0.063902576649064,0,0,0,0,,,0
Andhra Pradesh,Palnadu,2025-04,606,398,1004,1.5226130653266332,0.603585657370518,0.1062221638338746,0,0,0,0,313.0,87.0,0
Andhra Pradesh,Palnadu,2025-05,1259,700,1959,1.7985714285714285,0.6426748340990301,0.2072601782376099,0,0,1,0,653.0,302.0,0
Andhra Pradesh,Palnadu,2025-06,1400,705,2105,1.9858156028368796,0.665083135391924,0.2227068275600658,0,0,1,0,141.0,5.0,0
Andhra Pradesh,Palnadu,2025-07,368,531,899,0.6930320150659134,0.4093437152391546,0.0951132721978618,0,0,0,0,-1032.0,-174.0,0
Andhra Pradesh,Palnadu,2025-09,192,348,540,0.5517241379310345,0.3555555555555555,0.0571314426994943,0,0,0,0,-176.0,-183.0,0
Andhra Pradesh,Palnadu,2025-10,593,264,857,2.246212121212121,0.691948658109685,0.0906697155434567,0,0,0,0,401.0,-84.0,1
Andhra Pradesh,Palnadu,2025-11,686,346,1032,1.9826589595375723,0.6647286821705426,0.1091845349368113,0,0,0,0,93.0,82.0,0
Andhra Pradesh,Palnadu,2025-12,610,443,1053,1.3769751693002257,0.5792972459639126,0.1114063132640139,0,0,0,0,-76.0,97.0,0
Andhra Pradesh,Parvathipuram Manyam,2025-03,362,487,849,0.7433264887063655,0.4263839811542991,0.0898233237997605,0,0,0,0,,,0
Andhra Pradesh,Parvathipuram Manyam,2025-04,840,655,1495,1.282442748091603,0.5618729096989966,0.1581694571032296,0,0,0,0,478.0,168.0,0
Andhra Pradesh,Parvathipuram Manyam,2025-05,1014,786,1800,1.2900763358778626,0.5633333333333334,0.1904381423316477,0,0,0,0,174.0,131.0,0
Andhra Pradesh,Parvathipuram Manyam,2025-06,1058,879,1937,1.2036405005688282,0.546205472379969,0.2049326009424453,0,0,0,0,44.0,93.0,0
Andhra Pradesh,Parvathipuram Manyam,2025-07,409,743,1152,0.550471063257066,0.3550347222222222,0.1218804110922545,0,0,0,0,-649.0,-136.0,0
Andhra Pradesh,Parvathipuram Manyam,2025-09,149,432,581,0.3449074074074074,0.2564543889845094,0.0614692003859374,1,0,0,0,-260.0,-311.0,0
Andhra Pradesh,Parvathipuram Manyam,2025-10,320,431,751,0.7424593967517401,0.4260985352862849,0.0794550249394819,0,0,0,0,171.0,-1.0,1
Andhra Pradesh,Parvathipuram Manyam,2025-11,541,460,1001,1.1760869565217391,0.5404595404595405,0.1059047669299885,0,0,0,0,221.0,29.0,0
Andhra Pradesh,Parvathipuram Manyam,2025-12,397,667,1064,0.5952023988005997,0.3731203007518797,0.1125701019115962,0,0,0,0,-144.0,207.0,0
Andhra Pradesh,Prakasam,2025-03,11991,7242,19233,1.6557580778790388,0.6234596786772735,2.034831550813656,0,1,0,0,,,0
Andhra Pradesh,Prakasam,2025-04,28635,7906,36541,3.6219327093346823,0.783640294463753,3.86600008830041,0,1,0,0,16644.0,664.0,0
Andhra Pradesh,Prakasam,2025-05,24657,8625,33282,2.8587826086956523,0.7408509104020191,3.5212012517121662,0,1,0,0,-3978.0,719.0,0
Andhra Pradesh,Prakasam,2025-06,23007,10067,33074,2.2853879010628786,0.6956219386829534,3.499195066376065,0,1,0,0,-1650.0,1442.0,0
Andhra Pradesh,Prakasam,2025-07,8732,9994,18726,0.8737242345407245,0.4663035351917121,1.9811914740569083,0,1,0,0,-14275.0,-73.0,0
Andhra Pradesh,Prakasam,2025-09,4352,6116,10468,0.7115761935905821,0.4157432174245319,1.1075035966264934,0,0,0,0,-4380.0,-3878.0,0
Andhra Pradesh,Prakasam,2025-10,10066,7699,17765,1.307442525003247,0.5666197579510273,1.8795186658454008,0,1,0,0,5714.0,1583.0,0
Andhra Pradesh,Prakasam,2025-11,13488,8594,22082,1.569467070048871,0.6108142378407753,2.336252810537469,0,1,0,0,3422.0,895.0,0
Andhra Pradesh,Prakasam,2025-12,11605,9523,21128,1.2186285834295916,0.5492711094282469,2.235320595101696,0,1,0,0,-1883.0,929.0,0
Andhra Pradesh,Rangareddi,2025-03,1114,5136,6250,0.2169003115264797,0.17824,0.6612435497626656,1,0,0,0,,,0
Andhra Pradesh,Rangareddi,2025-04,1035,4115,5150,0.2515188335358445,0.2009708737864077,0.5448646850044365,1,0,0,0,-79.0,-1021.0,0
Andhra Pradesh,Rangareddi,2025-05,1276,4011,5287,0.3181251558214909,0.2413466994514847,0.5593591436152342,1,0,0,0,241.0,-104.0,1
Andhra Pradesh,Rangareddi,2025-06,1369,4894,6263,0.2797302819779321,0.2185853424876257,0.662618936346172,1,0,0,0,93.0,883.0,0
Andhra Pradesh,Rangareddi,2025-07,1624,6438,8062,0.2522522522522522,0.2014388489208633,0.8529512797098577,1,0,0,0,255.0,1544.0,0
