state,district,month,bio_age_5_17,bio_age_17_plus
Arunachal Pradesh,Kurung Kumey,2025-12,141,18
Arunachal Pradesh,Leparada,2025-09,3,0
Arunachal Pradesh,Leparada,2025-10,14,1
Arunachal Pradesh,Leparada,2025-11,14,1
Arunachal Pradesh,Leparada,2025-12,3,0
Arunachal Pradesh,Lohit,2025-03,100,364
Arunachal Pradesh,Lohit,2025-04,177,306
Arunachal Pradesh,Lohit,2025-05,173,281
Arunachal Pradesh,Lohit,2025-06,116,270
Arunachal Pradesh,Lohit,2025-07,128,237
Arunachal Pradesh,Lohit,2025-09,141,175
Arunachal Pradesh,Lohit,2025-10,196,96
Arunachal Pradesh,Lohit,2025-11,317,100
Arunachal Pradesh,Lohit,2025-12,448,266
Arunachal Pradesh,Longding,2025-03,133,129
Arunachal Pradesh,Longding,2025-04,277,126
Arunachal Pradesh,Longding,2025-05,196,124
Arunachal Pradesh,Longding,2025-06,141,136
Arunachal Pradesh,Longding,2025-07,157,181
Arunachal Pradesh,Longding,2025-09,224,109
Arunachal Pradesh,Longding,2025-10,123,46
Arunachal Pradesh,Longding,2025-11,258,64
Arunachal Pradesh,Longding,2025-12,102,73
Arunachal Pradesh,Lower Dibang Valley,2025-03,80,117
Arunachal Pradesh,Lower Dibang Valley,2025-04,111,67
Arunachal Pradesh,Lower Dibang Valley,2025-05,121,112
Arunachal Pradesh,Lower Dibang Valley,2025-06,118,113
Arunachal Pradesh,Lower Dibang Valley,2025-07,114,139
Arunachal Pradesh,Lower Dibang Valley,2025-09,96,81
Arunachal Pradesh,Lower Dibang Valley,2025-10,270,77
Arunachal Pradesh,Lower Dibang Valley,2025-11,291,72
Arunachal Pradesh,Lower Dibang Valley,2025-12,172,97
Arunachal Pradesh,Lower Siang,2025-03,26,12
Arunachal Pradesh,Lower Siang,2025-05,12,10
Arunachal Pradesh,Lower Siang,2025-09,27,13
Arunachal Pradesh,Lower Siang,2025-10,87,9
Arunachal Pradesh,Lower Siang,2025-11,182,7
Arunachal Pradesh,Lower Siang,2025-12,25,3
Arunachal Pradesh,Lower Subansiri,2025-03,81,128
Arunachal Pradesh,Lower Subansiri,2025-04,169,178
Arunachal Pradesh,Lower Subansiri,2025-05,155,196
Arunachal Pradesh,Lower Subansiri,2025-06,108,129
Arunachal Pradesh,Lower Subansiri,2025-07,340,188
Arunachal Pradesh,Lower Subansiri,2025-09,180,116
Arunachal Pradesh,Lower Subansiri,2025-10,280,96
Arunachal Pradesh,Lower Subansiri,2025-11,107,75
Arunachal Pradesh,Lower Subansiri,2025-12,110,44
Arunachal Pradesh,Namsai,2025-03,213,274
Arunachal Pradesh,Namsai,2025-04,327,351
Arunachal Pradesh,Namsai,2025-05,423,413
Arunachal Pradesh,Namsai,2025-06,484,414
Arunachal Pradesh,Namsai,2025-07,321,411
Arunachal Pradesh,Namsai,2025-09,167,211
Arunachal Pradesh,Namsai,2025-10,79,102
Arunachal Pradesh,Namsai,2025-11,965,111
Arunachal Pradesh,Namsai,2025-12,582,155
Arunachal Pradesh,Pakke Kessang,2025-03,12,6
Arunachal Pradesh,Pakke Kessang,2025-09,7,21
Arunachal Pradesh,Pakke Kessang,2025-10,4,7
Arunachal Pradesh,Pakke Kessang,2025-11,5,10
Arunachal Pradesh,Pakke Kessang,2025-12,2,0
Arunachal Pradesh,Papum Pare,2025-03,345,717
Arunachal Pradesh,Papum Pare,2025-04,458,618
Arunachal Pradesh,Papum Pare,2025-05,496,687
Arunachal Pradesh,Papum Pare,2025-06,322,559
Arunachal Pradesh,Papum Pare,2025-07,789,643
Arunachal Pradesh,Papum Pare,2025-09,968,409
Arunachal Pradesh,Papum Pare,2025-10,513,275
Arunachal Pradesh,Papum Pare,2025-11,376,309
Arunachal Pradesh,Papum Pare,2025-12,568,207
Arunachal Pradesh,Shi-yomi,2025-03,14,12
Arunachal Pradesh,Shi-yomi,2025-04,17,15
Arunachal Pradesh,Shi-yomi,2025-05,26,14
Arunachal Pradesh,Shi-yomi,2025-06,20,14
Arunachal Pradesh,Shi-yomi,2025-07,11,37
Arunachal Pradesh,Shi-yomi,2025-09,11,13
Arunachal Pradesh,Shi-yomi,2025-10,12,7
Arunachal Pradesh,Shi-yomi,2025-11,66,167
Arunachal Pradesh,Shi-yomi,2025-12,33,40
Arunachal Pradesh,Siang,2025-03,54,63
Arunachal Pradesh,Siang,2025-04,107,49
Arunachal Pradesh,Siang,2025-05,100,64
Arunachal Pradesh,Siang,2025-06,76,53
Arunachal Pradesh,Siang,2025-07,65,91
Arunachal Pradesh,Siang,2025-09,105,26
Arunachal Pradesh,Siang,2025-10,48,23
Arunachal Pradesh,Siang,2025-11,191,27
Arunachal Pradesh,Siang,2025-12,134,33
Arunachal Pradesh,Tawang,2025-03,120,78
Arunachal Pradesh,Tawang,2025-04,153,118
Arunachal Pradesh,Tawang,2025-05,149,78
Arunachal Pradesh,Tawang,2025-06,99,70
Arunachal Pradesh,Tawang,2025-07,79,88
Arunachal Pradesh,Tawang,2025-09,114,47
Arunachal Pradesh,Tawang,2025-10,450,43
Arunachal Pradesh,Tawang,2025-11,376,29
Arunachal Pradesh,Tawang,2025-12,326,47
Arunachal Pradesh,Tirap,2025-03,61,41
Arunachal Pradesh,Tirap,2025-04,107,49
Arunachal Pradesh,Tirap,2025-05,120,69
Arunachal Pradesh,Tirap,2025-06,100,88
Arunachal Pradesh,Tirap,2025-07,79,90
Arunachal Pradesh,Tirap,2025-09,115,57
Arunachal Pradesh,Tirap,2025-10,447,44
Arunachal Pradesh,Tirap,2025-11,254,40
Arunachal Pradesh,Tirap,2025-12,88,44
Arunachal Pradesh,Upper Siang,2025-03,53,72
Arunachal Pradesh,Upper Siang,2025-04,112,67
Arunachal Pradesh,Upper Siang,2025-05,116,105
Arunachal Pradesh,Upper Siang,2025-06,59,50
Arunachal Pradesh,Upper Siang,2025-07,47,63
Arunachal Pradesh,Upper Siang,2025-09,65,53
Arunachal Pradesh,Upper Siang,2025-10,137,55
Arunachal Pradesh,Upper Siang,2025-11,251,55
Arunachal Pradesh,Upper Siang,2025-12,395,41
Arunachal Pradesh,Upper Subansiri,2025-03,217,342
Arunachal Pradesh,Upper Subansiri,2025-04,336,230
Arunachal Pradesh,Upper Subansiri,2025-05,271,288
Arunachal Pradesh,Upper Subansiri,2025-06,260,219
Arunachal Pradesh,Upper Subansiri,2025-07,293,230
Arunachal Pradesh,Upper Subansiri,2025-09,202,131
Arunachal Pradesh,Upper Subansiri,2025-10,205,77
Arunachal Pradesh,Upper Subansiri,2025-11,475,68
Arunachal Pradesh,Upper Subansiri,2025-12,203,119
Arunachal Pradesh,West Kameng,2025-03,188,425
Arunachal Pradesh,West Kameng,2025-04,330,637
Arunachal Pradesh,West Kameng,2025-05,243,438
Arunachal Pradesh,West Kameng,2025-06,279,489
Arunachal Pradesh,West Kameng,2025-07,203,388
Arunachal Pradesh,West Kameng,2025-09,369,196
Arunachal Pradesh,West Kameng,2025-10,283,161
Arunachal Pradesh,West Kameng,2025-11,256,231
Arunachal Pradesh,West Kameng,2025-12,816,240
Arunachal Pradesh,West Siang,2025-03,212,175
Arunachal Pradesh,West Siang,2025-04,250,157
Arunachal Pradesh,West Siang,2025-05,300,182
Arunachal Pradesh,West Siang,2025-06,236,185
Arunachal Pradesh,West Siang,2025-07,233,202
Arunachal Pradesh,West Siang,2025-09,476,131
Arunachal Pradesh,West Siang,2025-10,300,106
Arunachal Pradesh,West Siang,2025-11,1100,80
Arunachal Pradesh,West Siang,2025-12,238,83
Assam,Bajali,2025-09,2,7
Assam,Bajali,2025-10,0,3
Assam,Bajali,2025-11,1,2
Assam,Bajali,2025-12,3,5
Assam,Baksa,2025-03,1333,527
Assam,Baksa,2025-04,2598,474
Assam,Baksa,2025-05,1398,596
Assam,Baksa,2025-06,687,453
Assam,Baksa,2025-07,871,527
Assam,Baksa,2025-09,805,335
Assam,Baksa,2025-10,759,1359
Assam,Baksa,2025-11,1796,597
Assam,Baksa,2025-12,1355,985
Assam,Barpeta,2025-03,8751,2053
Assam,Barpeta,2025-04,9902,2067
Assam,Barpeta,2025-05,7973,2201
Assam,Barpeta,2025-06,5269,2303
Assam,Barpeta,2025-07,3080,2135
Assam,Barpeta,2025-09,7988,2103
Assam,Barpeta,2025-10,10294,7012
Assam,Barpeta,2025-11,8078,3943
Assam,Barpeta,2025-12,5057,5212
Assam,Biswanath,2025-03,524,317
Assam,Biswanath,2025-04,1463,323
Assam,Biswanath,2025-05,720,316
Assam,Biswanath,2025-06,448,307
Assam,Biswanath,2025-07,395,286
Assam,Biswanath,2025-09,693,208
Assam,Biswanath,2025-10,397,935
Assam,Biswanath,2025-11,584,274
Assam,Biswanath,2025-12,935,423
Assam,Bongaigaon,2025-03,3011,1170
Assam,Bongaigaon,2025-04,4512,1135
Assam,Bongaigaon,2025-05,2359,946
Assam,Bongaigaon,2025-06,1466,1039
Assam,Bongaigaon,2025-07,1549,1261
Assam,Bongaigaon,2025-09,1938,772
Assam,Bongaigaon,2025-10,4038,2546
Assam,Bongaigaon,2025-11,3207,1380
Assam,Bongaigaon,2025-12,2553,1726
Assam,Cachar,2025-03,1988,2199
Assam,Cachar,2025-04,9483,2866
Assam,Cachar,2025-05,4128,2066
Assam,Cachar,2025-06,2385,2077
Assam,Cachar,2025-07,4048,3312
Assam,Cachar,2025-09,5501,2305
Assam,Cachar,2025-10,4234,3870
Assam,Cachar,2025-11,3629,2069
Assam,Cachar,2025-12,6771,3214
Assam,Charaideo,2025-03,415,202
Assam,Charaideo,2025-04,385,166
Assam,Charaideo,2025-05,384,209
Assam,Charaideo,2025-06,739,258
Assam,Charaideo,2025-07,1090,299
Assam,Charaideo,2025-09,1400,222
Assam,Charaideo,2025-10,548,343
Assam,Charaideo,2025-11,594,206
Assam,Charaideo,2025-12,541,292
Assam,Chirang,2025-03,1611,679
Assam,Chirang,2025-04,2597,633
Assam,Chirang,2025-05,1240,685
Assam,Chirang,2025-06,2909,799
Assam,Chirang,2025-07,1496,766
Assam,Chirang,2025-09,639,487
Assam,Chirang,2025-10,2070,2074
Assam,Chirang,2025-11,2961,977
Assam,Chirang,2025-12,2555,1909
Assam,Darrang,2025-03,663,942
Assam,Darrang,2025-04,3709,1180
Assam,Darrang,2025-05,1534,785
Assam,Darrang,2025-06,1105,1010
Assam,Darrang,2025-07,1682,1168
Assam,Darrang,2025-09,1772,735
Assam,Darrang,2025-10,1420,1646
Assam,Darrang,2025-11,1789,998
Assam,Darrang,2025-12,2566,1561
Assam,Dhemaji,2025-03,1622,834
Assam,Dhemaji,2025-04,1532,642
Assam,Dhemaji,2025-05,1031,682
Assam,Dhemaji,2025-06,779,658
Assam,Dhemaji,2025-07,1187,908
Assam,Dhemaji,2025-09,2033,532
Assam,Dhemaji,2025-10,1034,2110
Assam,Dhemaji,2025-11,1266,711
Assam,Dhemaji,2025-12,2010,1159
Assam,Dhubri,2025-03,6765,1655
Assam,Dhubri,2025-04,9246,1767
Assam,Dhubri,2025-05,2715,1222
Assam,Dhubri,2025-06,2047,1607
Assam,Dhubri,2025-07,3790,2218
Assam,Dhubri,2025-09,3958,1337
Assam,Dhubri,2025-10,2540,4306
Assam,Dhubri,2025-11,3503,1830
Assam,Dhubri,2025-12,5809,3160
Assam,Dibrugarh,2025-03,1444,2315
Assam,Dibrugarh,2025-04,2860,2275
Assam,Dibrugarh,2025-05,1337,1609
Assam,Dibrugarh,2025-06,1441,1138
Assam,Dibrugarh,2025-07,2277,1507
Assam,Dibrugarh,2025-09,1789,868
Assam,Dibrugarh,2025-10,776,734
Assam,Dibrugarh,2025-11,1584,696
Assam,Dibrugarh,2025-12,1462,623
Assam,Dima Hasao,2025-09,1,2
Assam,Dima Hasao,2025-10,2,3
Assam,Dima Hasao,2025-11,3,4
Assam,Dima Hasao,2025-12,5,5
Assam,Goalpara,2025-03,715,734
Assam,Goalpara,2025-04,2740,746
Assam,Goalpara,2025-05,1264,658
Assam,Goalpara,2025-06,953,949
Assam,Goalpara,2025-07,1551,1115
Assam,Goalpara,2025-09,1668,823
Assam,Goalpara,2025-10,2492,2277
Assam,Goalpara,2025-11,2397,1146
Assam,Goalpara,2025-12,3241,2155
Assam,Golaghat,2025-03,704,704
Assam,Golaghat,2025-04,1210,763
Assam,Golaghat,2025-05,808,785
Assam,Golaghat,2025-06,860,774
Assam,Golaghat,2025-07,1256,936
Assam,Golaghat,2025-09,1459,651
Assam,Golaghat,2025-10,1089,1290
Assam,Golaghat,2025-11,2247,901
Assam,Golaghat,2025-12,2736,981
Assam,Hailakandi,2025-03,355,439
Assam,Hailakandi,2025-04,1165,482
Assam,Hailakandi,2025-05,650,464
Assam,Hailakandi,2025-06,2335,708
Assam,Hailakandi,2025-07,2935,923
Assam,Hailakandi,2025-09,1861,596
Assam,Hailakandi,2025-10,742,1513
Assam,Hailakandi,2025-11,1344,690
Assam,Hailakandi,2025-12,2814,1107
Assam,Hojai,2025-03,1585,1239
Assam,Hojai,2025-04,2871,1358
Assam,Hojai,2025-05,1005,1076
Assam,Hojai,2025-06,789,1082
Assam,Hojai,2025-07,1305,1595
Assam,Hojai,2025-09,1711,1339
Assam,Hojai,2025-10,1503,2652
Assam,Hojai,2025-11,1818,1382
Assam,Hojai,2025-12,2684,2008
Assam,Jorhat,2025-03,867,571
Assam,Jorhat,2025-04,1052,436
Assam,Jorhat,2025-05,712,555
Assam,Jorhat,2025-06,553,518
Assam,Jorhat,2025-07,1322,678
Assam,Jorhat,2025-09,1249,465
Assam,Jorhat,2025-10,1622,1173
Assam,Jorhat,2025-11,1910,559
Assam,Jorhat,2025-12,1417,620
Assam,Kamrup,2025-03,2602,1197
Assam,Kamrup,2025-04,8005,1226
Assam,Kamrup,2025-05,3553,1175
Assam,Kamrup,2025-06,1688,1211
Assam,Kamrup,2025-07,1819,1482
Assam,Kamrup,2025-09,3981,1046
Assam,Kamrup,2025-10,2333,2603
Assam,Kamrup,2025-11,2669,1302
Assam,Kamrup,2025-12,3406,1954
Assam,Kamrup Metro,2025-03,1936,1525
Assam,Kamrup Metro,2025-04,2881,1492
Assam,Kamrup Metro,2025-05,1697,1412
Assam,Kamrup Metro,2025-06,977,1161
Assam,Kamrup Metro,2025-07,1503,1727
Assam,Kamrup Metro,2025-09,1648,1195
Assam,Kamrup Metro,2025-10,1090,1026
Assam,Kamrup Metro,2025-11,1494,1181
Assam,Kamrup Metro,2025-12,1358,1459
Assam,Karbi Anglong,2025-03,1984,1047
Assam,Karbi Anglong,2025-04,2984,1071
Assam,Karbi Anglong,2025-05,2525,968
Assam,Karbi Anglong,2025-06,1265,854
Assam,Karbi Anglong,2025-07,1175,1471
Assam,Karbi Anglong,2025-09,1849,1335
Assam,Karbi Anglong,2025-10,2438,1987
Assam,Karbi Anglong,2025-11,7545,1850
Assam,Karbi Anglong,2025-12,3742,3116
Assam,Karimganj,2025-03,963,859
Assam,Karimganj,2025-04,2550,934
Assam,Karimganj,2025-05,1373,809
Assam,Karimganj,2025-06,1136,1034
Assam,Karimganj,2025-07,1680,1224
Assam,Karimganj,2025-09,2638,970
Assam,Karimganj,2025-10,2065,2308
Assam,Karimganj,2025-11,3853,1132
Assam,Karimganj,2025-12,7974,2144
Assam,Kokrajhar,2025-03,3407,873
Assam,Kokrajhar,2025-04,4750,1068
Assam,Kokrajhar,2025-05,1955,950
Assam,Kokrajhar,2025-06,1208,1002
Assam,Kokrajhar,2025-07,1360,1026
Assam,Kokrajhar,2025-09,972,471
Assam,Kokrajhar,2025-10,1247,2626
Assam,Kokrajhar,2025-11,1543,907
Assam,Kokrajhar,2025-12,1858,1636
Assam,Lakhimpur,2025-03,1470,1353
Assam,Lakhimpur,2025-04,3081,896
Assam,Lakhimpur,2025-05,1517,969
Assam,Lakhimpur,2025-06,791,787
Assam,Lakhimpur,2025-07,1306,1257
Assam,Lakhimpur,2025-09,1995,1038
Assam,Lakhimpur,2025-10,1055,3140
Assam,Lakhimpur,2025-11,1825,1449
Assam,Lakhimpur,2025-12,4149,1694
Assam,Majuli,2025-03,343,101
Assam,Majuli,2025-04,461,75
Assam,Majuli,2025-05,296,115
Assam,Majuli,2025-06,116,90
Assam,Majuli,2025-07,206,268
Assam,Majuli,2025-09,279,74
Assam,Majuli,2025-10,95,317
Assam,Majuli,2025-11,144,72
Assam,Majuli,2025-12,199,131
Assam,Marigaon,2025-03,2305,1218
Assam,Marigaon,2025-04,4983,1237
Assam,Marigaon,2025-05,1477,923
Assam,Marigaon,2025-06,984,1203
Assam,Marigaon,2025-07,1829,1676
Assam,Marigaon,2025-09,2640,1266
Assam,Marigaon,2025-10,1247,3568
Assam,Marigaon,2025-11,1509,1283
Assam,Marigaon,2025-12,2387,2201
Assam,Nagaon,2025-03,3208,5081
Assam,Nagaon,2025-04,8183,5530
Assam,Nagaon,2025-05,3311,4916
Assam,Nagaon,2025-06,2008,5325
Assam,Nagaon,2025-07,3784,9222
Assam,Nagaon,2025-09,5596,6968
Assam,Nagaon,2025-10,5802,12436
Assam,Nagaon,2025-11,4818,8439
Assam,Nagaon,2025-12,7504,15748
Assam,Nalbari,2025-03,2028,335
Assam,Nalbari,2025-04,1452,301
Assam,Nalbari,2025-05,669,421
Assam,Nalbari,2025-06,516,439
Assam,Nalbari,2025-07,764,620
Assam,Nalbari,2025-09,2544,382
Assam,Nalbari,2025-10,1158,1766
Assam,Nalbari,2025-11,3500,539
Assam,Nalbari,2025-12,2026,791
Assam,North Cachar Hills,2025-03,79,104
Assam,North Cachar Hills,2025-04,184,95
Assam,North Cachar Hills,2025-05,209,119
Assam,North Cachar Hills,2025-06,178,132
Assam,North Cachar Hills,2025-07,249,152
Assam,North Cachar Hills,2025-09,811,136
Assam,North Cachar Hills,2025-10,203,126
Assam,North Cachar Hills,2025-11,472,175
Assam,North Cachar Hills,2025-12,397,203
Assam,Sibsagar,2025-03,801,310
Assam,Sibsagar,2025-04,757,248
Assam,Sibsagar,2025-05,612,329
Assam,Sibsagar,2025-06,451,324
Assam,Sibsagar,2025-07,1536,428
Assam,Sibsagar,2025-09,911,214
Assam,Sibsagar,2025-10,685,498
Assam,Sibsagar,2025-11,953,342
Assam,Sibsagar,2025-12,1581,400
Assam,Sonitpur,2025-03,1830,1158
Assam,Sonitpur,2025-04,3255,1068
Assam,Sonitpur,2025-05,1779,1243
Assam,Sonitpur,2025-06,1071,1074
Assam,Sonitpur,2025-07,1360,1358
Assam,Sonitpur,2025-09,1933,857
Assam,Sonitpur,2025-10,1703,2717
Assam,Sonitpur,2025-11,1945,1418
Assam,Sonitpur,2025-12,2578,1770
Assam,South Salmara Mankachar,2025-03,249,133
Assam,South Salmara Mankachar,2025-04,360,161
Assam,South Salmara Mankachar,2025-05,131,83
Assam,South Salmara Mankachar,2025-06,246,153
Assam,South Salmara Mankachar,2025-07,314,269
Assam,South Salmara Mankachar,2025-09,350,156
Assam,South Salmara Mankachar,2025-10,379,552
Assam,South Salmara Mankachar,2025-11,431,215
Assam,South Salmara Mankachar,2025-12,395,271
Assam,Sribhumi,2025-09,12,62
Assam,Sribhumi,2025-10,9,53
Assam,Sribhumi,2025-11,12,78
Assam,Sribhumi,2025-12,9,122
Assam,Tamulpur District,2025-09,8,13
Assam,Tamulpur District,2025-10,3,19
Assam,Tamulpur District,2025-11,2,11
Assam,Tamulpur District,2025-12,4,10
Assam,Tinsukia,2025-03,1135,846
Assam,Tinsukia,2025-04,1387,723
Assam,Tinsukia,2025-05,1118,830
Assam,Tinsukia,2025-06,1221,907
Assam,Tinsukia,2025-07,1819,969
Assam,Tinsukia,2025-09,1076,498
Assam,Tinsukia,2025-10,640,759
Assam,Tinsukia,2025-11,1230,659
Assam,Tinsukia,2025-12,2456,976
Assam,Udalguri,2025-03,2332,951
Assam,Udalguri,2025-04,2535,738
Assam,Udalguri,2025-05,1317,748
Assam,Udalguri,2025-06,761,714
Assam,Udalguri,2025-07,892,768
Assam,Udalguri,2025-09,1150,541
Assam,Udalguri,2025-10,792,2730
Assam,Udalguri,2025-11,939,745
Assam,Udalguri,2025-12,2277,1418
Assam,West Karbi Anglong,2025-03,76,159
Assam,West Karbi Anglong,2025-04,162,188
Assam,West Karbi Anglong,2025-05,66,113
Assam,West Karbi Anglong,2025-06,37,67
Assam,West Karbi Anglong,2025-07,59,132
Assam,West Karbi Anglong,2025-09,163,527
Assam,West Karbi Anglong,2025-10,116,379
Assam,West Karbi Anglong,2025-11,173,286
Assam,West Karbi Anglong,2025-12,232,457
Bihar,Araria,2025-03,13043,13990
Bihar,Araria,2025-04,17275,12820
Bihar,Araria,2025-05,8591,8598
Bihar,Araria,2025-06,6297,6897
Bihar,Araria,2025-07,7349,10180
Bihar,Araria,2025-09,4620,7785
Bihar,Araria,2025-10,3500,5617
Bihar,Araria,2025-11,3734,6850
Bihar,Araria,2025-12,8124,10174
Bihar,Arwal,2025-03,1438,3294
Bihar,Arwal,2025-04,2372,2688
Bihar,Arwal,2025-05,1452,1735
Bihar,Arwal,2025-06,1400,1612
Bihar,Arwal,2025-07,1422,2199
Bihar,Arwal,2025-09,986,1611
Bihar,Arwal,2025-10,678,1021
Bihar,Arwal,2025-11,1011,2043
Bihar,Arwal,2025-12,1335,2407
Bihar,Aurangabad,2025-03,6082,7741
Bihar,Aurangabad,2025-04,7654,6726
Bihar,Aurangabad,2025-05,5482,4879
Bihar,Aurangabad,2025-06,5322,4916
Bihar,Aurangabad,2025-07,6104,6645
Bihar,Aurangabad,2025-09,3589,4303
Bihar,Aurangabad,2025-10,2827,3059
Bihar,Aurangabad,2025-11,4334,5430
Bihar,Aurangabad,2025-12,5162,6175
Bihar,Aurangabad(BH),2025-09,0,1
Bihar,Aurangabad(BH),2025-10,0,3
Bihar,Aurangabad(BH),2025-11,0,2
Bihar,Aurangabad(BH),2025-12,1,3
Bihar,Aurangabad(bh),2025-09,7,39
Bihar,Aurangabad(bh),2025-10,5,24
Bihar,Aurangabad(bh),2025-11,7,61
Bihar,Aurangabad(bh),2025-12,15,64
Bihar,Banka,2025-03,6904,7892
Bihar,Banka,2025-04,11199,7130
Bihar,Banka,2025-05,7652,5755
Bihar,Banka,2025-06,5242,4681
Bihar,Banka,2025-07,4309,5817
Bihar,Banka,2025-09,2741,3613
Bihar,Banka,2025-10,2416,3039
Bihar,Banka,2025-11,3839,4651
Bihar,Banka,2025-12,5552,5795
Bihar,Begusarai,2025-03,13077,12307
Bihar,Begusarai,2025-04,14813,11846
Bihar,Begusarai,2025-05,8772,7663
Bihar,Begusarai,2025-06,6868,6698
Bihar,Begusarai,2025-07,7462,9584
Bihar,Begusarai,2025-09,4940,5989
Bihar,Begusarai,2025-10,2957,3422
Bihar,Begusarai,2025-11,5251,6647
Bihar,Begusarai,2025-12,8409,10503
Bihar,Bhabua,2025-09,1,9
Bihar,Bhabua,2025-10,0,4
Bihar,Bhabua,2025-11,0,5
Bihar,Bhabua,2025-12,3,11
Bihar,Bhagalpur,2025-03,13344,11954
Bihar,Bhagalpur,2025-04,14317,10270
Bihar,Bhagalpur,2025-05,8529,7339
Bihar,Bhagalpur,2025-06,6635,7081
Bihar,Bhagalpur,2025-07,7546,10933
Bihar,Bhagalpur,2025-09,4540,6477
Bihar,Bhagalpur,2025-10,3532,4330
Bihar,Bhagalpur,2025-11,5794,7989
Bihar,Bhagalpur,2025-12,8172,9532
Bihar,Bhojpur,2025-03,5124,12146
Bihar,Bhojpur,2025-04,6166,8088
Bihar,Bhojpur,2025-05,4727,5240
Bihar,Bhojpur,2025-06,4660,5672
Bihar,Bhojpur,2025-07,4937,7200
Bihar,Bhojpur,2025-09,2747,4364
Bihar,Bhojpur,2025-10,2782,3474
Bihar,Bhojpur,2025-11,3286,4664
Bihar,Bhojpur,2025-12,5056,6663
Bihar,Buxar,2025-03,3200,5001
Bihar,Buxar,2025-04,4215,4119
Bihar,Buxar,2025-05,3077,3175
Bihar,Buxar,2025-06,2962,3458
Bihar,Buxar,2025-07,3233,4696
Bihar,Buxar,2025-09,1717,2548
Bihar,Buxar,2025-10,1471,1845
Bihar,Buxar,2025-11,2000,3064
Bihar,Buxar,2025-12,2956,4291
Bihar,Darbhanga,2025-03,13331,17721
Bihar,Darbhanga,2025-04,18424,16329
Bihar,Darbhanga,2025-05,12847,11457
Bihar,Darbhanga,2025-06,9869,10551
Bihar,Darbhanga,2025-07,10723,15121
Bihar,Darbhanga,2025-09,6410,9174
Bihar,Darbhanga,2025-10,4323,6805
Bihar,Darbhanga,2025-11,6358,13614
Bihar,Darbhanga,2025-12,11038,16285
Bihar,East Champaran,2025-03,13825,20084
Bihar,East Champaran,2025-04,18395,16092
Bihar,East Champaran,2025-05,12700,10844
Bihar,East Champaran,2025-06,10033,11042
Bihar,East Champaran,2025-07,10703,14385
Bihar,East Champaran,2025-09,6434,9552
Bihar,East Champaran,2025-10,4708,6197
Bihar,East Champaran,2025-11,6789,10686
Bihar,East Champaran,2025-12,12348,17317
Bihar,Gaya,2025-03,16486,21241
Bihar,Gaya,2025-04,17648,14616
Bihar,Gaya,2025-05,10806,8820
Bihar,Gaya,2025-06,9699,8991
Bihar,Gaya,2025-07,9260,12192
Bihar,Gaya,2025-09,4957,7385
Bihar,Gaya,2025-10,3434,4886
Bihar,Gaya,2025-11,4949,7882
Bihar,Gaya,2025-12,8659,13261
Bihar,Gopalganj,2025-03,6451,7603
Bihar,Gopalganj,2025-04,8655,7342
Bihar,Gopalganj,2025-05,6673,6360
Bihar,Gopalganj,2025-06,4991,5961
Bihar,Gopalganj,2025-07,6140,8533
Bihar,Gopalganj,2025-09,2974,4229
Bihar,Gopalganj,2025-10,2298,3716
Bihar,Gopalganj,2025-11,2763,5028
Bihar,Gopalganj,2025-12,5873,7894
Bihar,Jamui,2025-03,6531,6134
Bihar,Jamui,2025-04,7373,4803
Bihar,Jamui,2025-05,5842,3547
Bihar,Jamui,2025-06,4149,3385
Bihar,Jamui,2025-07,4259,4464
Bihar,Jamui,2025-09,2379,2978
Bihar,Jamui,2025-10,2186,2337
Bihar,Jamui,2025-11,3010,3476
Bihar,Jamui,2025-12,10829,4475
Bihar,Jehanabad,2025-03,2391,4017
Bihar,Jehanabad,2025-04,2739,2931
Bihar,Jehanabad,2025-05,1865,1881
Bihar,Jehanabad,2025-06,1798,1986
Bihar,Jehanabad,2025-07,1779,2557
Bihar,Jehanabad,2025-09,999,1561
Bihar,Jehanabad,2025-10,1018,1351
Bihar,Jehanabad,2025-11,1304,2351
Bihar,Jehanabad,2025-12,1788,3114
Bihar,Kaimur (Bhabua),2025-03,6479,7450
Bihar,Kaimur (Bhabua),2025-04,5973,4993
Bihar,Kaimur (Bhabua),2025-05,4375,3917
Bihar,Kaimur (Bhabua),2025-06,4348,4208
Bihar,Kaimur (Bhabua),2025-07,4488,5705
Bihar,Kaimur (Bhabua),2025-09,3041,3536
Bihar,Kaimur (Bhabua),2025-10,2653,2986
Bihar,Kaimur (Bhabua),2025-11,2778,3740
Bihar,Kaimur (Bhabua),2025-12,3415,4072
Bihar,Katihar,2025-03,16676,16958
Bihar,Katihar,2025-04,20160,16110
Bihar,Katihar,2025-05,11024,11144
Bihar,Katihar,2025-06,10483,11190
Bihar,Katihar,2025-07,10778,15508
Bihar,Katihar,2025-09,6598,12924
Bihar,Katihar,2025-10,4651,8565
Bihar,Katihar,2025-11,5962,11730
Bihar,Katihar,2025-12,11911,14908
Bihar,Khagaria,2025-03,6128,6877
Bihar,Khagaria,2025-04,7712,6367
Bihar,Khagaria,2025-05,4203,4085
Bihar,Khagaria,2025-06,3699,3615
Bihar,Khagaria,2025-07,4332,5328
Bihar,Khagaria,2025-09,2701,3517
Bihar,Khagaria,2025-10,1645,1991
Bihar,Khagaria,2025-11,2278,3512
Bihar,Khagaria,2025-12,6585,5329
